q,h1_sensor,h1_serial,h2_sensor,h2_serial,h1_switch,h2_switch
34.0,6.908148183833098,7.45,25.82572969190124,25.91,False,False
34.0,7.370010617999712,7.45,25.684591782413545,25.91,False,False
34.0,7.410421017968717,7.45,26.501790811799392,25.91,False,False
34.0,6.688275158892926,7.45,25.449712423440893,25.9,False,False
34.0,7.431021722569916,7.45,24.89069869128913,25.9,False,False
34.0,6.628852602353949,7.45,25.94330440004788,25.9,False,False
34.0,7.33063930231176,7.45,25.22344464682519,25.89,False,False
34.0,7.536598790665785,7.45,25.770184794469312,25.89,False,False
34.0,7.455796286373536,7.45,25.084139642938656,25.88,False,False
34.0,6.182654111596266,7.44,25.09513119486023,25.88,False,False
34.0,7.28815643182692,7.44,25.979810728028045,25.88,False,False
34.0,7.942332303130476,7.44,25.660199947444518,25.88,False,False
34.0,7.929791365049496,7.44,26.33781666449074,25.87,False,False
34.0,7.318369274493914,7.44,25.958860039257917,25.87,False,False
34.0,7.2093733892177365,7.44,25.463909646755315,25.87,False,False
34.0,7.285315129672082,7.44,25.976092163229126,25.86,False,False
34.0,7.398286755921493,7.44,25.9011762211368,25.86,False,False
34.0,7.24235521811887,7.44,25.96375049576769,25.86,False,False
34.0,8.335532319754593,7.44,26.309357171349856,25.85,False,False
34.0,8.43486554979632,7.44,25.72771588945156,25.85,False,False
34.0,7.327868014735203,7.44,26.41834287966216,25.85,False,False
34.0,7.380121489275027,7.44,26.27164102229721,25.85,False,False
34.0,7.166522994755804,7.44,26.757216460534977,25.84,False,False
34.0,7.772243291260182,7.44,25.306383704178508,25.84,False,False
34.0,7.906042141934022,7.44,26.08752288698863,25.84,False,False
34.0,7.109690404598032,7.44,25.01883961576407,25.84,False,False
34.0,7.205608301179775,7.44,25.737734946851305,25.83,False,False
34.0,6.732118789966766,7.44,25.292737954010715,25.83,False,False
34.0,7.637780222060691,7.44,25.72772096830875,25.83,False,False
34.0,7.832728766678995,7.44,26.90185678620824,25.83,False,False
34.0,7.240800950388647,7.44,25.900845439002836,25.82,False,False
34.0,8.470012545512104,7.44,26.57105882697578,25.82,False,False
21.5,6.73702077227326,7.12,25.936031764771275,25.77,False,False
21.5,6.63353180803724,6.87,25.75481955857687,25.73,False,False
21.5,6.9829385808124265,6.61,26.030635019277845,25.67,False,False
21.5,7.661766400854383,6.37,25.385922541334352,25.59,False,False
21.5,5.876980933212662,6.13,25.548706547688763,25.5,False,False
21.5,6.427836791518675,5.91,25.646197751735517,25.39,False,False
21.5,6.088278942245404,5.7,25.9567739291894,25.27,False,False
21.5,4.725937014325153,5.5,25.23930589550794,25.14,False,False
21.5,4.955583540210472,5.31,25.989229748210445,25.0,False,False
21.5,5.577580214958737,5.14,24.844237185670277,24.85,False,False
21.5,5.145750890369232,4.97,23.77100713791663,24.69,False,False
21.5,5.771940258014969,4.82,24.65905334638119,24.53,False,False
21.5,4.872405363645661,4.67,24.570225908598097,24.36,False,False
21.5,4.35092609394687,4.54,23.652443593290275,24.18,False,False
21.5,4.782645579906456,4.42,24.10749964009705,24.0,False,False
21.5,4.079921552151824,4.3,23.653027845765624,23.82,False,False
21.5,5.339881310280335,4.19,24.22668506385366,23.64,False,False
21.5,3.4773041926709096,4.09,24.336312707985915,23.46,False,False
21.5,4.1393896540265525,4.0,22.197060594820478,23.27,False,False
21.5,3.5959996737787203,3.91,22.84835136061498,23.09,False,False
21.5,3.8643665790885446,3.83,23.540277432420382,22.9,False,False
21.5,3.3869531561987958,3.76,23.55158441663151,22.72,False,False
21.5,4.448413900160506,3.69,23.684828407463396,22.54,False,False
21.5,3.698450589781152,3.63,22.418794259776405,22.36,False,False
21.5,3.851257374270671,3.58,23.221863931443494,22.18,False,False
21.5,3.49791291443074,3.52,22.74540167510199,22.01,False,False
21.5,3.982734940581565,3.47,22.37464655579477,21.84,False,False
21.5,2.709980176866697,3.43,21.266537262953747,21.67,False,False
21.5,4.3284589701169605,3.39,21.527199298647947,21.5,False,False
21.5,3.38464945018527,3.35,22.00631075417789,21.34,False,False
21.5,3.0801108566083797,3.32,22.32500945821848,21.18,False,False
21.5,3.8561937667866135,3.29,21.589016795862428,21.03,False,False
21.5,3.5318270461852856,3.26,21.457253909718577,20.87,False,False
21.5,3.267523667276459,3.23,20.764844787346533,20.72,False,False
21.5,3.5848585953212906,3.21,21.192948999957064,20.58,False,False
21.5,2.386605259690904,3.19,20.260676634654015,20.43,False,False
21.5,2.8918829818012544,3.17,21.22074686075512,20.29,False,False
21.5,3.5934791338946885,3.15,21.608800029728915,20.15,False,False
21.5,3.1075551220665156,3.13,20.5414158086965,20.02,False,False
21.5,2.9112568261123175,3.11,20.907691531895573,19.89,False,False
21.5,3.0301571622640098,3.1,19.960880211422417,19.76,False,False
21.5,3.0570351557747624,3.09,20.064314534561234,19.63,False,False
21.5,2.564961734870163,3.07,19.202131447496626,19.51,False,False
21.5,2.345943473736083,3.06,20.02704245161106,19.39,False,False
21.5,3.208304358200236,3.05,20.113268311859454,19.27,False,False
21.5,3.8909596298919102,3.04,18.728469930722284,19.15,False,False
21.5,2.0595081417584766,3.04,19.0904294199621,19.04,False,False
21.5,3.3238683947805856,3.03,19.108520968241987,18.92,False,False
21.5,3.020401452600082,3.02,19.363052825670238,18.81,False,False
21.5,3.0601837826870515,3.01,19.648591471236376,18.71,False,False
21.5,2.830875947962561,3.01,18.740664851899794,18.6,False,False
21.5,2.9780190181268535,3.0,19.436366547493275,18.5,False,False
21.5,2.762385404983064,3.0,18.432445700373183,18.4,False,False
21.5,3.600067622939668,2.99,19.01213432217257,18.3,False,False
21.5,2.172401716325335,2.99,18.42764907970771,18.2,False,False
21.5,2.737591003466281,2.98,19.84014057592911,18.1,False,False
21.5,3.414124296045282,2.98,18.08719112217784,18.01,False,False
21.5,3.8425123255000395,2.98,17.485552759290858,17.91,False,False
21.5,3.2519086411707887,2.97,19.011786596981494,17.82,False,False
21.5,2.6845855668991803,2.97,17.008686889847386,17.73,False,False
21.5,3.236424617537442,2.97,17.73764110851982,17.64,False,False
21.5,2.668121686768197,2.97,18.231211783394592,17.55,False,False
21.5,2.357093371848779,2.97,18.259178304467227,17.47,False,False
21.5,2.9883031606808417,2.96,17.657751517141367,17.38,False,False
21.5,3.47147196252048,2.96,17.38385522473365,17.3,False,False
21.5,2.4637467642804474,2.96,16.965740406372127,17.22,False,False
21.5,3.5986365886232368,2.96,17.397427127658627,17.13,False,False
21.5,3.1028685385260633,2.96,16.90849108762176,17.05,False,False
21.5,2.554178798322441,2.96,16.54148315482538,16.97,False,False
21.5,3.081338793972923,2.96,16.594978751946748,16.9,False,False
21.5,2.886319514038612,2.95,16.817075429142818,16.82,False,False
21.5,2.0791130335380346,2.95,16.549732077929146,16.74,False,False
21.5,2.975652050790411,2.95,16.636328209754513,16.67,False,False
21.5,2.408609797580141,2.95,17.052599071773155,16.59,False,False
21.5,2.5339390263662542,2.95,16.334890815236665,16.52,False,False
21.5,2.454634085400905,2.95,16.758252384857826,16.45,False,False
21.5,2.5397480171490185,2.95,16.856053322518385,16.38,False,False
21.5,3.11843807269563,2.95,16.13215900422326,16.31,False,False
21.5,2.6875935676233706,2.95,16.91693525504848,16.24,False,False
21.5,4.002425898809415,2.95,15.265858303987992,16.17,False,False
21.5,3.0921508008699816,2.95,15.585504728916044,16.1,False,False
21.5,3.023895770365223,2.95,16.407343122515208,16.03,False,False
21.5,3.4055555120394296,2.95,15.783623631650169,15.97,False,False
21.5,3.6056220714863656,2.95,16.653458597799812,15.9,False,False
21.5,2.8768031559688807,2.95,15.136886551075953,15.84,False,False
21.5,2.9868277783670996,2.95,15.393087014063184,15.77,False,False
21.5,3.015621778477561,2.95,15.315537799682332,15.71,False,False
21.5,2.379733228025551,2.95,15.81652153299007,15.64,False,False
21.5,2.906445316083332,2.95,15.294434931327887,15.58,False,False
21.5,2.7680592392758308,2.95,15.749457880549484,15.52,False,False
21.5,2.2506162106858127,2.95,15.477727590897576,15.46,False,False
21.5,4.219858506130482,2.95,15.831318538382645,15.4,False,False
21.5,2.579287595818215,2.95,15.387178602642726,15.34,False,False
21.5,2.824300666652583,2.95,16.080935885609993,15.28,False,False
21.5,4.076894468328165,2.95,15.508486837605053,15.22,False,False
21.5,2.53383297058968,2.95,14.544495112939826,15.16,False,False
21.5,2.656904981576104,2.95,15.025645820595138,15.1,False,False
21.5,3.93322789988514,2.95,14.639944263904166,15.04,False,False
21.5,3.0140517770609514,2.95,14.75514414871284,14.99,False,False
21.5,3.0592118538355386,2.95,15.167331882626911,14.93,False,False
21.5,3.2333752854804545,2.95,14.611392156405488,14.87,False,False
21.5,2.2546356865846167,2.95,14.779039464318545,14.82,False,False
21.5,3.7121602857249,2.95,14.159376570443367,14.76,False,False
21.5,1.946638739187262,2.95,14.27658359110749,14.71,False,False
21.5,3.005208673869414,2.95,14.241204383675383,14.65,False,False
21.5,3.2327780271705464,2.95,14.377602988678962,14.6,False,False
21.5,3.7536442693055068,2.95,14.47324171372566,14.55,False,False
21.5,2.1507918030224973,2.95,14.479254470075087,14.5,False,False
21.5,2.749578958921668,2.95,14.631182485381725,14.44,False,False
21.5,3.281160883423978,2.95,13.362032772917747,14.39,False,False
21.5,3.3162366742265035,2.95,14.113291496908458,14.34,False,False
21.5,3.02925238998856,2.95,14.162546453453855,14.29,False,False
21.5,3.3282780052367,2.95,14.335877198556181,14.24,False,False
21.5,3.060174987754625,2.95,13.077655487218635,14.19,False,False
21.5,3.194028495156341,2.95,14.847426531349228,14.14,False,False
21.5,3.2761553198585696,2.95,13.72959495283656,14.09,False,False
21.5,3.3692986986628055,2.95,12.587757045622233,14.04,False,False
21.5,2.995352649833832,2.95,13.991939404630749,13.99,False,False
21.5,2.489492144617449,2.95,13.948214232226487,13.95,False,False
21.5,3.6840908483306647,2.95,13.433205875664706,13.9,False,False
21.5,3.4873748189501597,2.95,12.965040866767238,13.85,False,False
21.5,3.134606332841697,2.95,12.698549467286316,13.8,False,False
21.5,3.1948065516105686,2.95,14.53331468143633,13.76,False,False
21.5,2.3921583784170313,2.95,13.74466427938972,13.71,False,False
21.5,3.6113656634005435,2.96,13.13039030101913,13.67,False,False
21.5,3.39052987971675,2.96,13.473152169328971,13.62,False,False
21.5,3.3275337223745454,2.96,12.742216167464903,13.58,False,False
21.5,2.8142468338344466,2.96,13.553881727489035,13.53,False,False
21.5,3.2646546762353306,2.96,13.993068250195366,13.49,False,False
21.5,2.942570908016498,2.96,12.85233769417603,13.44,False,False
21.5,3.0538606608024477,2.96,13.530807250548246,13.4,False,False
21.5,3.1975399839644325,2.96,13.042864436149799,13.36,False,False
21.5,2.8775630592355634,2.96,13.528351150523505,13.32,False,False
21.5,2.6620192053914296,2.96,12.737036682750844,13.27,False,False
21.5,2.4633506056203025,2.96,12.889778379816574,13.23,False,False
21.5,2.597501360432292,2.96,13.39995682628571,13.19,False,False
21.5,2.691551831925414,2.96,12.372166169554292,13.15,False,False
21.5,2.685051163405903,2.96,12.960495536962222,13.11,False,False
21.5,1.811263193554531,2.96,12.55162226278593,13.07,False,False
21.5,3.0138383050031026,2.96,13.738589188370733,13.03,False,False
21.5,2.395218755659649,2.96,12.939140497506042,12.99,False,False
21.5,2.1420410621147106,2.96,12.57959755084824,12.95,False,False
21.5,2.522374638235385,2.96,13.38546423192694,12.92,False,False
21.5,2.889329381821023,2.96,12.418796412269268,12.88,False,False
21.5,4.068807886698735,2.96,13.529756964179773,12.84,False,False
21.5,2.673700118056107,2.96,12.289222316924116,12.8,False,False
21.5,2.4789060111618864,2.96,13.23192436760597,12.77,False,False
21.5,3.5924120162264366,2.96,12.337935943029855,12.73,False,False
21.5,2.390545113314318,2.96,12.336883816978444,12.69,False,False
21.5,3.4498786168382747,2.96,12.440106992764973,12.66,False,False
21.5,3.168750320821013,2.96,13.42350408224001,12.62,False,False
21.5,2.7771458155864406,2.96,12.766067946067437,12.59,False,False
21.5,3.340805179778528,2.96,13.188552268590776,12.55,False,False
21.5,3.334073132873737,2.96,13.488761331837928,12.52,False,False
21.5,3.1035558860311583,2.96,12.851585248509698,12.48,False,False
21.5,3.391296882491612,2.96,13.335856719759187,12.45,False,False
21.5,1.8099498997751626,2.96,11.34260160872795,12.42,False,False
21.5,2.95905907446188,2.96,12.247436480671366,12.39,False,False
21.5,1.8038120802453053,2.96,12.278193328503443,12.35,False,False
21.5,2.4438109352943256,2.96,11.494604000212103,12.32,False,False
21.5,2.79762022367467,2.97,11.902875629275512,12.29,False,False
21.5,2.3791098493769622,2.97,11.826547737454193,12.26,False,False
21.5,2.2198083432407367,2.97,11.985042120091242,12.23,False,False
21.5,2.947333025160116,2.97,12.03199305027454,12.2,False,False
21.5,2.649637149173071,2.97,12.029450352504861,12.17,False,False
21.5,2.611594293684774,2.97,11.606260527621357,12.14,False,False
21.5,3.4076902013756896,2.97,11.767912427150035,12.11,False,False
21.5,3.150338341344823,2.97,11.668519694349012,12.08,False,False
21.5,2.726034533228812,2.97,12.39809032194252,12.05,False,False
21.5,3.289731344677727,2.97,12.623185401915178,12.02,False,False
21.5,2.5481052783581686,2.97,11.405894302684054,12.0,False,False
21.5,2.78966720709865,2.97,12.178293750617017,11.97,False,False
21.5,2.9096731638535704,2.97,11.274321194908037,11.94,False,False
21.5,2.811891621628096,2.97,11.924010166431989,11.91,False,False
21.5,3.544728848896327,2.97,11.156340933576537,11.89,False,False
21.5,2.3815805409405844,2.97,12.982630062858918,11.86,False,False
21.5,2.702588780723132,2.97,11.910150723197836,11.84,False,False
21.5,2.5458617390194442,2.97,11.900250391409235,11.81,False,False
21.5,2.7827004873964225,2.97,12.136795903984767,11.79,False,False
21.5,3.252803302320684,2.97,11.727841554662113,11.76,False,False
21.5,2.457033735684294,2.97,11.437231410028932,11.74,False,False
21.5,2.688300447000466,2.97,12.258838531303603,11.71,False,False
21.5,2.870260130530708,2.97,11.739430957016811,11.69,False,False
21.5,3.559807743289767,2.97,11.664408008360715,11.67,False,False
21.5,3.244098347304354,2.97,10.925001821665012,11.64,False,False
21.5,2.7011404067565445,2.97,12.039510780022354,11.62,False,False
21.5,3.0842634108141147,2.97,11.03874333008617,11.6,False,False
21.5,3.3758010224953754,2.97,11.212104792095865,11.58,False,False
21.5,2.476233686369584,2.97,11.697060873370255,11.56,False,False
21.5,3.0842412616368895,2.97,12.069382950013788,11.54,False,False
21.5,3.372463602260826,2.97,12.418533928039928,11.51,False,False
21.5,2.133358672395847,2.97,11.517055159138094,11.49,False,False
21.5,2.262675168325735,2.97,12.108619509516444,11.47,False,False
21.5,2.862831822071927,2.97,10.054915427714871,11.45,False,False
21.5,2.133603307205643,2.97,11.14734310121673,11.43,False,False
21.5,2.9111014176797965,2.97,10.99105135365081,11.42,False,False
21.5,2.8984789664120933,2.97,11.119794773972261,11.4,False,False
21.5,3.3914367569238286,2.97,10.575668451130541,11.38,False,False
21.5,2.814615847408039,2.97,10.622527130006793,11.36,False,False
21.5,2.687069640447959,2.97,10.06611663008301,11.34,False,False
21.5,2.7639267059306896,2.97,10.926348741409106,11.32,False,False
21.5,2.6992097269544004,2.97,11.642781070790798,11.31,False,False
21.5,3.1000535419967647,2.97,11.098552594683065,11.29,False,False
21.5,2.8405312737643396,2.97,11.319852982796231,11.27,False,False
21.5,3.067860907252108,2.97,11.612715117911142,11.26,False,False
21.5,3.1884964042199626,2.97,11.203582410912482,11.24,False,False
21.5,3.0672201815605518,2.97,10.766210642033702,11.22,False,False
21.5,3.8996670111719247,2.97,11.15415408706675,11.21,False,False
21.5,2.2598531696587987,2.97,11.076100574843542,11.19,False,False
21.5,2.684299876900673,2.97,11.382281401478112,11.18,False,False
21.5,3.1414108709170523,2.97,11.073877887416822,11.16,False,False
21.5,2.7583300256284153,2.97,11.379432889256767,11.15,False,False
21.5,3.8112950144430897,2.97,11.123269176664074,11.13,False,False
21.5,3.1347934482625623,2.97,10.993387784163572,11.12,False,False
21.5,3.5662174603303365,2.97,11.160891283823267,11.11,False,False
21.5,3.189218083958843,2.97,11.556126931179696,11.09,False,False
21.5,3.4292543722140247,2.97,10.758358805335243,11.08,False,False
21.5,2.6044844852465228,2.97,11.665623902990715,11.07,False,False
21.5,3.325602325308149,2.97,11.269310626284172,11.05,False,False
21.5,3.3794786562260257,2.97,10.638887719002847,11.04,False,False
21.5,2.8319227124234447,2.97,10.897521362455027,11.03,False,False
21.5,2.982752206212818,2.97,10.566150379051521,11.02,False,False
21.5,2.9941085950245183,2.97,11.683225154682063,11.0,False,False
21.5,2.8452488643095784,2.97,10.494236533475744,10.99,False,False
21.5,3.549982890565907,2.97,11.074015841606922,10.98,False,False
21.5,3.045650864455191,2.97,10.53590681658775,10.97,False,False
21.5,2.923013578513297,2.97,10.61515080678904,10.96,False,False
21.5,3.1051155013230627,2.97,11.175341544397147,10.95,False,False
21.5,2.8272562564251755,2.97,11.319242911858714,10.94,False,False
21.5,3.409449143824989,2.97,10.885213397696397,10.93,False,False
21.5,3.039097851545658,2.97,10.938810766123552,10.92,False,False
21.5,3.535032411841724,2.97,10.54547029744139,10.91,False,False
21.5,3.253365986072375,2.97,10.604353033664454,10.9,False,False
21.5,2.596057687505811,2.97,11.156888348658876,10.89,False,False
21.5,3.2038177817243416,2.97,11.828605677705836,10.88,False,False
21.5,2.9910557020152364,2.97,10.918818286095888,10.87,False,False
21.5,2.673798294693053,2.97,11.170009039909417,10.86,False,False
21.5,3.114285127383914,2.97,10.613623188760092,10.85,False,False
21.5,2.712805034933336,2.97,10.610624795443307,10.84,False,False
21.5,3.326417429655332,2.97,11.277508647082001,10.83,False,False
21.5,2.667122150638353,2.97,11.960370720426846,10.82,False,False
21.5,3.1355009361817445,2.97,9.883958344274214,10.82,False,False
21.5,3.10216883516444,2.97,9.946712426982833,10.81,False,False
21.5,2.489565603187117,2.97,12.318476817124237,10.8,False,False
21.5,3.0768598866717323,2.97,10.705365067119272,10.79,False,False
21.5,1.7678130081652719,2.97,10.701244393821835,10.78,False,False
21.5,3.1832660569751905,2.97,11.218672209745373,10.78,False,False
21.5,2.2425925491167877,2.98,11.673121754484093,10.77,False,False
21.5,2.9547693325624658,2.98,10.32217179245524,10.76,False,False
21.5,2.594424166506604,2.98,10.50920970265615,10.75,False,False
21.5,2.309997528950036,2.98,10.937076876240507,10.75,False,False
21.5,3.0133044893726084,2.98,10.418491146076075,10.74,False,False
21.5,3.248247795835642,2.98,10.563533303745102,10.73,False,False
21.5,2.7514651377366817,2.98,11.199452404395933,10.73,False,False
21.5,3.1498882057943085,2.98,11.037247363263894,10.72,False,False
21.5,2.484996888528257,2.98,9.93632443563536,10.72,False,False
21.5,2.499969414963879,2.98,12.063332525826814,10.71,False,False
21.5,3.170645531126105,2.98,10.889238169294554,10.7,False,False
21.5,1.955976810524014,2.98,11.42600581209707,10.7,False,False
21.5,2.3531865785348787,2.98,11.20713484160877,10.69,False,False
21.5,2.775451736330651,2.98,11.512152343842196,10.69,False,False
21.5,3.0138744383224854,2.98,11.22231275986564,10.68,False,False
21.5,3.0792242716795193,2.98,10.221492498034609,10.68,False,False
21.5,2.7736079582685944,2.98,10.422970292569202,10.67,False,False
21.5,3.158961764806525,2.98,10.608571450609785,10.67,False,False
21.5,3.4752518764490357,2.98,10.72361929618632,10.66,False,False
21.5,3.288128819478252,2.98,10.184264137802874,10.66,False,False
21.5,2.7844040329335535,2.98,10.052229162122963,10.65,False,False
21.5,2.9979735981371154,2.98,10.592022984440764,10.65,False,False
21.5,2.849776637254163,2.98,9.684338692572041,10.64,False,False
21.5,2.482131189004133,2.98,10.304688762088167,10.64,False,False
21.5,2.7512114747614476,2.98,10.655433148505455,10.63,False,False
21.5,2.111301744786552,2.98,10.002009476313455,10.63,False,False
21.5,3.8598972920909143,2.98,9.856179402988266,10.62,False,False
21.5,2.756606931704478,2.98,10.058454784657854,10.62,False,False
21.5,2.235417714846927,2.98,10.78327329119316,10.62,False,False
21.5,2.6457069449395205,2.98,10.754136654564045,10.61,False,False
21.5,2.906270223769076,2.98,11.149415316967445,10.61,False,False
21.5,2.391039392070506,2.98,10.79398463903066,10.6,False,False
21.5,2.6991987566076965,2.98,11.141966765897307,10.6,False,False
21.5,2.854287312287916,2.98,9.815964111737117,10.6,False,False
21.5,2.886536707469512,2.98,10.602567238713972,10.59,False,False
21.5,3.134245309930725,2.98,10.183586161541456,10.59,False,False
21.5,2.7037924790566397,2.98,9.68703220624726,10.59,False,False
21.5,3.9484381158506427,2.98,11.249169811578229,10.58,False,False
21.5,2.897079936194078,2.98,10.795679337713993,10.58,False,False
21.5,3.7544270274607916,2.98,10.593304424451937,10.58,False,False
21.5,3.6094169943954597,2.98,11.197167521620838,10.57,False,False
21.5,2.5739761101662113,2.98,10.42852535932654,10.57,False,False
21.5,2.381565034469865,2.98,10.709012552797752,10.57,False,False
21.5,2.3638876940410656,2.98,10.367194146035816,10.56,False,False
21.5,3.150413790499565,2.98,9.785035387979603,10.56,False,False
21.5,3.854124545558552,2.98,10.0582508075352,10.56,False,False
21.5,3.669964206013918,2.98,10.232546254488094,10.56,False,False
21.5,2.9029106446146984,2.98,11.289918095607028,10.55,False,False
21.5,2.5450183931385864,2.98,10.448404100531894,10.55,False,False
21.5,2.8316158981233186,2.98,10.18924202829537,10.55,False,False
21.5,2.800464096125498,2.98,10.347422925884208,10.55,False,False
21.5,3.9637345199813385,2.98,9.656308663889,10.54,False,False
21.5,2.7248267073794463,2.98,10.460700948079323,10.54,False,False
21.5,2.834773853088078,2.98,11.752881716189156,10.54,False,False
21.5,2.8522132272192118,2.98,10.666750300467303,10.54,False,False
21.5,3.3482093229060905,2.98,9.66310861009632,10.53,False,False
21.5,2.501344638459695,2.98,10.567118876060709,10.53,False,False
21.5,3.2743216275919464,2.98,10.532404885066004,10.53,False,False
21.5,3.3423841963060132,2.98,10.84616383362894,10.53,False,False
21.5,3.1140348893912133,2.98,10.912885824540277,10.53,False,False
21.5,3.128273169072259,2.98,11.011316805885526,10.52,False,False
21.5,1.1137881617482925,2.98,11.334242092848678,10.52,False,False
21.5,2.8419290556498447,2.98,10.42171695709951,10.52,False,False
21.5,3.1196786648572217,2.98,10.720744693061482,10.52,False,False
21.5,3.04880388009023,2.98,11.186195260844125,10.52,False,False
21.5,2.996092153293576,2.98,10.013975505041353,10.51,False,False
21.5,3.7123586029451516,2.98,10.13295057765937,10.51,False,False
21.5,2.9387209135179413,2.98,9.324420152138478,10.51,False,False
21.5,2.9193256351873456,2.98,10.287211159054916,10.51,False,False
21.5,2.968489652324198,2.98,10.755402545865117,10.51,False,False
21.5,3.47405544731974,2.98,10.693558110919506,10.51,False,False
21.5,3.2277554996006472,2.98,11.140250922457547,10.5,False,False
21.5,2.535206837658041,2.98,10.891929619101896,10.5,False,False
21.5,3.899733153908497,2.98,9.959166883979794,10.5,False,False
21.5,3.161305107711572,2.98,10.27265412268108,10.5,False,False
21.5,3.2878169719602193,2.98,9.915895500745483,10.5,False,False
21.5,2.579762453959304,2.98,11.333724781523074,10.5,False,False
21.5,2.918019913412019,2.98,9.802903100710546,10.5,False,False
21.5,2.8848758195379034,2.98,11.032600503684884,10.49,False,False
21.5,1.9006511629972824,2.98,11.157257761644443,10.49,False,False
21.5,3.06505887623149,2.98,10.143578147036914,10.49,False,False
21.5,2.9290808041569947,2.98,10.622486354039577,10.49,False,False
