sp,h1_switch,h2_switch,h1_sensor,h2_sensor,q,h1_serial,h2_serial
12.3644,False,False,2.912973865683237,12.782819708840695,21.78,2.98,13.33
12.3644,False,False,3.802077409991799,12.482443832369212,21.82,2.99,13.29
12.3644,False,False,2.81208165019575,13.168062097841945,21.87,3.0,13.26
12.3644,False,False,2.3527288979856866,13.066875415811223,21.91,3.01,13.22
12.3644,False,False,2.485425352386339,13.169548847632079,21.95,3.02,13.18
12.3644,False,False,3.8672274293338624,12.944246444077152,21.99,3.03,13.15
12.3644,False,False,3.4940112420547895,13.179220964050533,22.03,3.04,13.11
12.3644,False,False,2.999768890068383,12.027575586135447,22.07,3.05,13.08
12.3644,False,False,3.0038681297000043,13.339252669030378,22.11,3.06,13.05
12.3644,False,False,3.5843865206892356,12.156035087006028,22.15,3.07,13.02
12.3644,False,False,2.2778959761046376,12.005770506081122,22.18,3.08,12.99
12.3644,False,False,3.3058264194802502,12.153405350049015,22.22,3.09,12.96
12.3644,False,False,3.2689345860300705,13.422832621682959,22.25,3.1,12.93
12.3644,False,False,3.148123424525801,12.771551406554464,22.29,3.11,12.9
12.3644,False,False,3.202601099495801,13.381939599796143,22.32,3.12,12.87
12.3644,False,False,3.4245515204320207,11.993349166300593,22.36,3.13,12.85
12.3644,False,False,3.528935185348419,12.379145802402796,22.39,3.14,12.82
12.3644,False,False,2.832584953357718,12.29368296957959,22.42,3.15,12.8
12.3644,False,False,2.94028894885739,12.726085241805842,22.45,3.16,12.77
12.3644,False,False,3.351535219288433,11.783352556948673,22.48,3.17,12.75
12.3644,False,False,2.875379097519492,12.821071474826265,22.51,3.18,12.73
12.3644,False,False,3.350820612065896,12.851704167581243,22.54,3.19,12.7
12.3644,False,False,3.035002383008794,11.324057917612418,22.57,3.2,12.68
12.3644,False,False,3.0127984100274516,11.870939117482422,22.6,3.21,12.66
12.3644,False,False,3.2768231298381085,12.526266398337286,22.62,3.22,12.64
12.3644,False,False,3.0634398065652406,11.71398575950595,22.65,3.23,12.62
12.3644,False,False,3.3195073584824226,11.323614285102233,22.67,3.24,12.6
12.3644,False,False,2.945231375177899,12.286116147325428,22.7,3.24,12.58
12.3644,False,False,4.491211943551832,11.628482745379685,22.72,3.25,12.56
12.3644,False,False,2.4818339153410465,12.774908806038408,22.75,3.26,12.55
12.3644,False,False,3.0891770145570105,12.81815496115695,22.77,3.27,12.53
12.3644,False,False,3.846996448953149,12.728874557081593,22.8,3.28,12.51
12.3644,False,False,3.696957315493834,11.734086165917725,22.82,3.29,12.5
12.3644,False,False,3.012110430870572,12.169240359018511,22.84,3.29,12.48
12.3644,False,False,2.679339881422835,12.166396170669678,22.86,3.3,12.47
12.3644,False,False,4.112413138052405,12.644404485664387,22.88,3.31,12.45
12.3644,False,False,3.5203604183180706,12.837594875724653,22.9,3.32,12.44
12.3644,False,False,3.16353064380706,12.485229410356423,22.92,3.32,12.42
12.3644,False,False,4.137292736250371,11.928315154710221,22.94,3.33,12.41
12.3644,False,False,2.230702669686452,12.236005731727555,22.96,3.34,12.4
12.3644,False,False,3.56231828352852,12.425646979692353,22.98,3.34,12.39
12.3644,False,False,4.211450832035174,12.441893660897598,23.0,3.35,12.37
12.3644,False,False,2.74500499708154,12.518782755685175,23.02,3.36,12.36
12.3644,False,False,3.854845805846514,11.170197893989767,23.03,3.36,12.35
12.3644,False,False,4.65742342996352,11.872319012276952,23.05,3.37,12.34
12.3644,False,False,4.140101834845531,11.690854693785901,23.07,3.37,12.33
12.3644,False,False,3.0369372603096023,11.94977498091482,23.08,3.38,12.32
12.3644,False,False,3.615728963307208,11.830513010237077,23.1,3.39,12.31
12.3644,False,False,2.853275336851927,12.615663714727491,23.11,3.39,12.3
12.3644,False,False,3.621698808220869,11.02334315507498,23.13,3.4,12.29
12.3644,False,False,3.8974849849944384,12.63559239414989,23.14,3.4,12.28
12.3644,False,False,3.317327303828785,12.284171546746157,23.16,3.41,12.27
12.3644,False,False,3.9652669605945006,11.680205162990312,23.17,3.41,12.27
12.3644,False,False,4.666350253341337,12.782988639762534,23.18,3.42,12.26
12.3644,False,False,3.8707328743303138,11.998116212122394,23.2,3.42,12.25
12.3644,False,False,4.071455379080474,11.978125213198078,23.21,3.43,12.24
12.3644,False,False,3.5064953594953003,12.546446085088213,23.22,3.43,12.24
12.3644,False,False,3.563172112611558,11.583489665264947,23.24,3.44,12.23
12.3644,False,False,3.2985608086657714,11.678219329070581,23.25,3.44,12.22
12.3644,False,False,3.63982435232644,11.866392321476033,23.26,3.45,12.22
12.3644,False,False,3.815391439079738,11.541983638032347,23.27,3.45,12.21
12.3644,False,False,3.6720086180726548,12.331394756086894,23.28,3.45,12.21
12.3644,False,False,3.112681916035929,12.406873013346365,23.29,3.46,12.2
12.3644,False,False,3.5428708458193703,12.160259832103257,23.3,3.46,12.2
12.3644,False,False,3.94750426138541,11.715840429067125,23.31,3.47,12.19
12.3644,False,False,3.14121786057121,12.374483066601647,23.32,3.47,12.19
12.3644,False,False,3.4046563105680976,11.455197617832802,23.33,3.47,12.18
12.3644,False,False,3.918444261304458,12.873566322726074,23.34,3.48,12.18
12.3644,False,False,3.119777476298415,12.103640750291413,23.35,3.48,12.17
12.3644,False,False,4.366630620116095,12.471082966612283,23.36,3.48,12.17
12.3644,False,False,2.599129231641406,11.471319650777032,23.37,3.49,12.16
12.3644,False,False,3.739438796784538,11.435446098809173,23.38,3.49,12.16
12.3644,False,False,2.90456145092375,11.773253970859084,23.39,3.49,12.16
12.3644,False,False,4.118819489739775,12.702193575699805,23.4,3.5,12.15
12.3644,False,False,3.3020565004984443,12.12838384550001,23.4,3.5,12.15
12.3644,False,False,3.6902420903901425,12.250640346406831,23.41,3.5,12.15
12.3644,False,False,3.204593401851758,12.687194612422395,23.42,3.51,12.15
12.3644,False,False,3.545380618095999,12.255108493555337,23.43,3.51,12.14
12.3644,False,False,3.4756780201060855,11.597744645017247,23.43,3.51,12.14
12.3644,False,False,4.713599916710024,12.04994639024826,23.44,3.51,12.14
12.3644,False,False,2.9577842042828113,12.99804966962559,23.45,3.52,12.14
12.3644,False,False,3.7122672142199167,12.042646434941288,23.46,3.52,12.13
12.3644,False,False,3.8926382822574483,11.612919294083794,23.46,3.52,12.13
12.3644,False,False,3.481701917252685,11.171247045111144,23.47,3.52,12.13
12.3644,False,False,3.952418241716685,11.912123432097458,23.47,3.53,12.13
12.3644,False,False,3.384881748900715,12.413422030083199,23.48,3.53,12.13
12.3644,False,False,3.3851358426501137,12.827417782866483,23.49,3.53,12.12
12.3644,False,False,3.44249515899339,11.959613246562165,23.49,3.53,12.12
12.3644,False,False,4.118667871112729,12.482588839838812,23.5,3.54,12.12
12.3644,False,False,3.5598097155473036,12.809591694173164,23.5,3.54,12.12
12.3644,False,False,2.878786507253583,11.327896761474129,23.51,3.54,12.12
12.3644,False,False,3.120221406676507,12.453000318763548,23.52,3.54,12.12
12.3644,False,False,3.78365419191538,12.56689365170383,23.52,3.54,12.12
12.3644,False,False,3.481506865586866,12.246999863085174,23.53,3.55,12.12
12.3644,False,False,3.0425484047952422,12.29296029599746,23.53,3.55,12.12
12.3644,False,False,3.947849239851532,11.56009549804968,23.54,3.55,12.11
12.3644,False,False,4.217188168540389,11.488946974852558,23.54,3.55,12.11
12.3644,False,False,4.14559663838767,12.492922154714503,23.55,3.55,12.11
12.3644,False,False,3.7405375278258433,11.65887435469839,23.55,3.55,12.11
12.3644,False,False,3.912673927569783,11.879302775078507,23.55,3.56,12.11
12.3644,False,False,3.4620509684196787,13.30991612480826,23.56,3.56,12.11
12.3644,False,False,3.7456897462454672,12.376647659354706,23.56,3.56,12.11
12.3644,False,False,3.5612595505124673,13.691744078903945,23.57,3.56,12.11
12.3644,False,False,3.5507728873325637,11.71914768932701,23.57,3.56,12.11
12.3644,False,False,3.770866102877247,11.737893568764422,23.58,3.56,12.11
12.3644,False,False,3.9084985922077498,12.534894462582757,23.58,3.57,12.11
12.3644,False,False,3.3247256377580134,12.084952079925767,23.58,3.57,12.11
12.3644,False,False,3.5463982146009165,12.01809062572107,23.59,3.57,12.11
12.3644,False,False,2.9931868791892757,12.752888839847206,23.59,3.57,12.11
12.3644,False,False,3.928982035915474,12.727579485622996,23.59,3.57,12.11
12.3644,False,False,4.496010035764273,12.036145839704615,23.6,3.57,12.11
12.3644,False,False,3.5545932204583446,12.197582690348192,23.6,3.57,12.11
12.3644,False,False,4.399544651609793,13.23301350229639,23.6,3.58,12.11
12.3644,False,False,3.4120971586324216,12.469487667256756,23.61,3.58,12.11
12.3644,False,False,3.673495071828031,13.866728313205687,23.61,3.58,12.11
12.3644,False,False,3.3613841567380467,11.368086202969854,23.61,3.58,12.11
12.3644,False,False,2.8317627271404637,13.318326676984558,23.62,3.58,12.11
12.3644,False,False,4.143639076712431,12.484859232253724,23.62,3.58,12.11
12.3644,False,False,3.66379038329129,12.206067264579787,23.62,3.58,12.12
12.3644,False,False,3.748089313692223,12.188001779587431,23.63,3.58,12.12
12.3644,False,False,3.5751884501583753,12.113710978020638,23.63,3.58,12.12
12.3644,False,False,3.3398173385992456,11.356605949417656,23.63,3.59,12.12
12.3644,False,False,3.772303554938303,11.162601214477403,23.63,3.59,12.12
12.3644,False,False,3.437942975282976,12.68831333602101,23.64,3.59,12.12
12.3644,False,False,3.4927101215268443,11.859495165826603,23.64,3.59,12.12
12.3644,False,False,3.246846071418358,12.807166020669879,23.64,3.59,12.12
12.3644,False,False,4.122018940265889,13.049283828860489,23.64,3.59,12.12
12.3644,False,False,3.2427753688902055,12.162869562874606,23.65,3.59,12.12
12.3644,False,False,3.6667357017101585,11.568975135427165,23.65,3.59,12.12
12.3644,False,False,2.749908009488779,12.970109939942757,23.65,3.59,12.12
12.3644,False,False,4.225582235013543,12.793519118413696,23.65,3.59,12.12
12.3644,False,False,4.1892105003820195,11.905396778348495,23.66,3.59,12.13
12.3644,False,False,4.288768139304377,11.688702351321382,23.66,3.6,12.13
12.3644,False,False,3.835787624120136,11.780114211776784,23.66,3.6,12.13
12.3644,False,False,2.9238822815997683,11.557778433603518,23.66,3.6,12.13
12.3644,False,False,3.8777900923447413,12.316985098962235,23.67,3.6,12.13
12.3644,False,False,4.441467121850554,12.168230014845943,23.67,3.6,12.13
12.3644,False,False,3.1485277828184692,11.907678755393288,23.67,3.6,12.13
12.3644,False,False,3.516606042634267,11.642501857412105,23.67,3.6,12.13
12.3644,False,False,3.879641362016522,12.45465381020399,23.67,3.6,12.13
12.3644,False,False,3.2710711232810605,11.973768232225812,23.68,3.6,12.13
